trial_index subject_id group condition task item_type category image_id distinct_rating distinct_type good_subj
3 1033 2 0 0 0 20 314 1.94 0 1
4 1033 2 0 0 0 24 382 6.86 1 1
5 1033 2 0 0 0 18 279 1.97 0 1
6 1033 2 0 0 0 28 447 7.79 1 1
7 1033 2 0 0 0 2 29 2.68 0 1
8 1033 2 0 0 0 3 47 3.05 0 1
9 1033 2 0 0 0 2 24 2.31 0 1
10 1033 2 0 0 0 1 4 3.18 0 1
11 1033 2 0 0 0 4 62 2.95 0 1
12 1033 2 0 0 0 6 86 8.01 1 1
13 1033 2 0 0 0 3 42 2.84 0 1
14 1033 2 0 0 0 4 60 2.6 0 1
15 1033 2 0 0 0 7 107 7.11 1 1
16 1033 2 0 0 0 2 26 2.76 0 1
17 1033 2 0 0 0 13 207 3.11 0 1
18 1033 2 0 0 0 10 154 2.88 0 1
19 1033 2 0 0 0 10 149 3.02 0 1
20 1033 2 0 0 0 13 202 3.09 0 1
21 1033 2 0 0 0 17 261 2.14 0 1
22 1033 2 0 0 0 8 125 7.28 1 1
23 1033 2 0 0 0 18 284 1.92 0 1
24 1033 2 0 0 0 13 206 3.41 0 1
25 1033 2 0 0 0 15 238 3.31 0 1
26 1033 2 0 0 0 28 445 7.58 1 1
27 1033 2 0 0 0 25 400 1.71 0 1
28 1033 2 0 0 0 17 258 2.89 0 1
29 1033 2 0 0 0 29 456 1.5 0 1
30 1033 2 0 0 0 10 152 1.38 0 1
31 1033 2 0 0 0 9 141 3.12 0 1
32 1033 2 0 0 0 17 269 2.8 0 1
33 1033 2 0 0 0 3 33 2.97 0 1
34 1033 2 0 0 0 29 452 1.8 0 1
35 1033 2 0 0 0 20 308 2.2 0 1
36 1033 2 0 0 0 4 50 2.73 0 1
37 1033 2 0 0 0 25 385 1.43 0 1
38 1033 2 0 0 0 30 466 2.9 0 1
39 1033 2 0 0 0 9 129 3.25 0 1
40 1033 2 0 0 0 29 459 1.82 0 1
41 1033 2 0 0 0 15 227 2.67 0 1
42 1033 2 0 0 0 18 287 2.19 0 1
43 1033 2 0 0 0 25 391 1.73 0 1
44 1033 2 0 0 0 1 9 2.49 0 1
45 1033 2 0 0 0 23 365 6.57 1 1
46 1033 2 0 0 0 30 471 2.73 0 1
47 1033 2 0 0 0 20 318 2.58 0 1
48 1033 2 0 0 0 7 99 7.24 1 1
49 1033 2 0 0 0 1 3 3.17 0 1
50 1033 2 0 0 0 30 467 1.95 0 1
1 1010 2 0 0 0 4 62 2.95 0 0
2 1010 2 0 0 0 2 26 2.76 0 0
3 1010 2 0 0 0 9 129 3.25 0 0
4 1010 2 0 0 0 9 142 3.22 0 0
5 1010 2 0 0 0 17 261 2.14 0 0
6 1010 2 0 0 0 1 9 2.49 0 0
7 1010 2 0 0 0 20 318 2.58 0 0
8 1010 2 0 0 0 15 238 3.31 0 0
9 1010 2 0 0 0 10 149 3.02 0 0
10 1010 2 0 0 0 25 391 1.73 0 0
11 1010 2 0 0 0 4 60 2.6 0 0
12 1010 2 0 0 0 29 456 1.5 0 0
13 1010 2 0 0 0 10 154 2.88 0 0
14 1010 2 0 0 0 13 207 3.11 0 0
15 1010 2 0 0 0 30 471 2.73 0 0
16 1010 2 0 0 0 17 258 2.89 0 0
17 1010 2 0 0 0 17 269 2.8 0 0
18 1010 2 0 0 0 18 287 2.19 0 0
19 1010 2 0 0 0 2 29 2.68 0 0
20 1010 2 0 0 0 24 382 6.86 1 0
21 1010 2 0 0 0 20 314 1.94 0 0
22 1010 2 0 0 0 28 445 7.58 1 0
23 1010 2 0 0 0 3 47 3.05 0 0
24 1010 2 0 0 0 13 202 3.09 0 0
25 1010 2 0 0 0 23 365 6.57 1 0
26 1010 2 0 0 0 6 86 8.01 1 0
27 1010 2 0 0 0 15 226 3.2 0 0
28 1010 2 0 0 0 8 125 7.28 1 0
29 1010 2 0 0 0 20 308 2.2 0 0
30 1010 2 0 0 0 18 284 1.92 0 0
31 1010 2 0 0 0 4 50 2.73 0 0
32 1010 2 0 0 0 3 33 2.97 0 0
33 1010 2 0 0 0 7 107 7.11 1 0
34 1010 2 0 0 0 25 400 1.71 0 0
35 1010 2 0 0 0 29 452 1.8 0 0
36 1010 2 0 0 0 7 99 7.24 1 0
37 1010 2 0 0 0 2 24 2.31 0 0
38 1010 2 0 0 0 9 141 3.12 0 0
39 1010 2 0 0 0 25 385 1.43 0 0
40 1010 2 0 0 0 30 466 2.9 0 0
41 1010 2 0 0 0 18 279 1.97 0 0
42 1010 2 0 0 0 15 227 2.67 0 0
43 1010 2 0 0 0 1 4 3.18 0 0
44 1010 2 0 0 0 13 206 3.41 0 0
45 1010 2 0 0 0 3 42 2.84 0 0
46 1010 2 0 0 0 29 459 1.82 0 0
47 1010 2 0 0 0 30 467 1.95 0 0
48 1010 2 0 0 0 1 3 3.17 0 0
49 1010 2 0 0 0 28 447 7.79 1 0
50 1010 2 0 0 0 10 152 1.38 0 0
1 1024 1 0 0 0 9 139 1.74 0 0
2 1024 1 0 0 0 10 155 1.73 0 0
3 1024 1 0 0 0 20 319 2.13 0 0
4 1024 1 0 0 0 15 230 3.4 0 0
5 1024 1 0 0 0 30 472 2.55 0 0
6 1024 1 0 0 0 15 240 2.57 0 0
7 1024 1 0 0 0 10 160 2.19 0 0
8 1024 1 0 0 0 2 25 1.89 0 0
9 1024 1 0 0 0 1 6 3.17 0 0
10 1024 1 0 0 0 9 136 3.1 0 0
11 1024 1 0 0 0 30 476 2.48 0 0
12 1024 1 0 0 0 18 285 2.27 0 0
13 1024 1 0 0 0 29 463 2.0 0 0
14 1024 1 0 0 0 7 106 7.66 1 0
15 1024 1 0 0 0 18 280 2.15 0 0
16 1024 1 0 0 0 10 158 2.59 0 0
17 1024 1 0 0 0 9 140 2.97 0 0
18 1024 1 0 0 0 15 228 3.15 0 0
19 1024 1 0 0 0 20 307 1.87 0 0
20 1024 1 0 0 0 20 315 2.75 0 0
21 1024 1 0 0 0 13 198 2.65 0 0
22 1024 1 0 0 0 18 277 2.23 0 0
23 1024 1 0 0 0 2 17 1.92 0 0
24 1024 1 0 0 0 24 373 7.32 1 0
25 1024 1 0 0 0 7 112 7.03 1 0
26 1024 1 0 0 0 28 433 7.18 1 0
27 1024 1 0 0 0 25 397 1.77 0 0
28 1024 1 0 0 0 3 37 3.08 0 0
29 1024 1 0 0 0 4 59 1.99 0 0
30 1024 1 0 0 0 1 10 3.15 0 0
31 1024 1 0 0 0 13 205 3.26 0 0
32 1024 1 0 0 0 23 362 7.17 1 0
33 1024 1 0 0 0 29 451 1.86 0 0
34 1024 1 0 0 0 25 398 1.43 0 0
35 1024 1 0 0 0 17 259 2.5 0 0
36 1024 1 0 0 0 22 347 6.7 1 0
37 1024 1 0 0 0 25 396 1.85 0 0
38 1024 1 0 0 0 1 8 1.95 0 0
39 1024 1 0 0 0 3 36 2.98 0 0
40 1024 1 0 0 0 2 18 1.84 0 0
41 1024 1 0 0 0 17 263 2.59 0 0
42 1024 1 0 0 0 29 464 1.93 0 0
43 1024 1 0 0 0 27 420 7.61 1 0
44 1024 1 0 0 0 6 85 7.32 1 0
45 1024 1 0 0 0 4 56 3.02 0 0
46 1024 1 0 0 0 3 35 3.14 0 0
47 1024 1 0 0 0 30 465 2.7 0 0
48 1024 1 0 0 0 13 197 2.97 0 0
49 1024 1 0 0 0 17 266 2.6 0 0
50 1024 1 0 0 0 4 64 2.52 0 0
1 1023 1 0 0 0 9 139 1.74 0 1
2 1023 1 0 0 0 17 266 2.6 0 1
3 1023 1 0 0 0 25 398 1.43 0 1
4 1023 1 0 0 0 4 64 2.52 0 1
5 1023 1 0 0 0 18 280 2.15 0 1
6 1023 1 0 0 0 15 240 2.57 0 1
7 1023 1 0 0 0 1 6 3.17 0 1
8 1023 1 0 0 0 3 36 2.98 0 1
9 1023 1 0 0 0 6 85 7.32 1 1
10 1023 1 0 0 0 20 319 2.13 0 1
11 1023 1 0 0 0 2 17 1.92 0 1
12 1023 1 0 0 0 4 59 1.99 0 1
13 1023 1 0 0 0 20 315 2.75 0 1
14 1023 1 0 0 0 30 465 2.7 0 1
15 1023 1 0 0 0 20 307 1.87 0 1
16 1023 1 0 0 0 10 155 1.73 0 1
17 1023 1 0 0 0 28 433 7.18 1 1
18 1023 1 0 0 0 29 451 1.86 0 1
19 1023 1 0 0 0 30 476 2.48 0 1
20 1023 1 0 0 0 13 198 2.65 0 1
21 1023 1 0 0 0 3 37 3.08 0 1
22 1023 1 0 0 0 9 140 2.97 0 1
23 1023 1 0 0 0 24 373 7.32 1 1
24 1023 1 0 0 0 23 362 7.17 1 1
25 1023 1 0 0 0 2 25 1.89 0 1
26 1023 1 0 0 0 15 230 3.4 0 1
27 1023 1 0 0 0 25 396 1.85 0 1
28 1023 1 0 0 0 7 106 7.66 1 1
29 1023 1 0 0 0 13 205 3.26 0 1
30 1023 1 0 0 0 4 56 3.02 0 1
31 1023 1 0 0 0 10 160 2.19 0 1
32 1023 1 0 0 0 27 420 7.61 1 1
33 1023 1 0 0 0 7 112 7.03 1 1
34 1023 1 0 0 0 13 197 2.97 0 1
35 1023 1 0 0 0 15 228 3.15 0 1
36 1023 1 0 0 0 2 18 1.84 0 1
37 1023 1 0 0 0 29 464 1.93 0 1
38 1023 1 0 0 0 9 136 3.1 0 1
39 1023 1 0 0 0 10 158 2.59 0 1
40 1023 1 0 0 0 1 10 3.15 0 1
41 1023 1 0 0 0 17 259 2.5 0 1
42 1023 1 0 0 0 22 347 6.7 1 1
43 1023 1 0 0 0 18 285 2.27 0 1
44 1023 1 0 0 0 17 263 2.59 0 1
45 1023 1 0 0 0 1 8 1.95 0 1
46 1023 1 0 0 0 29 463 2.0 0 1
47 1023 1 0 0 0 18 277 2.23 0 1
48 1023 1 0 0 0 3 35 3.14 0 1
49 1023 1 0 0 0 25 397 1.77 0 1
50 1023 1 0 0 0 30 472 2.55 0 1
1 1002 1 0 0 0 13 198 2.65 0 1
2 1002 1 0 0 0 1 10 3.15 0 1
3 1002 1 0 0 0 20 307 1.87 0 1
4 1002 1 0 0 0 17 263 2.59 0 1
5 1002 1 0 0 0 15 230 3.4 0 1
6 1002 1 0 0 0 18 277 2.23 0 1
7 1002 1 0 0 0 30 472 2.55 0 1
8 1002 1 0 0 0 25 397 1.77 0 1
9 1002 1 0 0 0 9 140 2.97 0 1
10 1002 1 0 0 0 9 139 1.74 0 1
11 1002 1 0 0 0 6 85 7.32 1 1
12 1002 1 0 0 0 17 266 2.6 0 1
13 1002 1 0 0 0 18 285 2.27 0 1
14 1002 1 0 0 0 3 37 3.08 0 1
15 1002 1 0 0 0 3 36 2.98 0 1
16 1002 1 0 0 0 20 319 2.13 0 1
17 1002 1 0 0 0 4 59 1.99 0 1
18 1002 1 0 0 0 23 362 7.17 1 1
19 1002 1 0 0 0 10 155 1.73 0 1
20 1002 1 0 0 0 10 160 2.19 0 1
21 1002 1 0 0 0 2 18 1.84 0 1
22 1002 1 0 0 0 29 451 1.86 0 1
23 1002 1 0 0 0 20 315 2.75 0 1
24 1002 1 0 0 0 24 373 7.32 1 1
25 1002 1 0 0 0 1 8 1.95 0 1
26 1002 1 0 0 0 9 136 3.1 0 1
27 1002 1 0 0 0 3 35 3.14 0 1
28 1002 1 0 0 0 25 398 1.43 0 1
29 1002 1 0 0 0 15 228 3.15 0 1
30 1002 1 0 0 0 25 396 1.85 0 1
31 1002 1 0 0 0 13 205 3.26 0 1
32 1002 1 0 0 0 7 106 7.66 1 1
33 1002 1 0 0 0 27 420 7.61 1 1
34 1002 1 0 0 0 30 465 2.7 0 1
35 1002 1 0 0 0 28 433 7.18 1 1
36 1002 1 0 0 0 7 112 7.03 1 1
37 1002 1 0 0 0 29 464 1.93 0 1
38 1002 1 0 0 0 4 64 2.52 0 1
39 1002 1 0 0 0 30 476 2.48 0 1
40 1002 1 0 0 0 2 25 1.89 0 1
41 1002 1 0 0 0 22 347 6.7 1 1
42 1002 1 0 0 0 29 463 2.0 0 1
43 1002 1 0 0 0 10 158 2.59 0 1
44 1002 1 0 0 0 17 259 2.5 0 1
45 1002 1 0 0 0 15 240 2.57 0 1
46 1002 1 0 0 0 1 6 3.17 0 1
47 1002 1 0 0 0 13 197 2.97 0 1
48 1002 1 0 0 0 4 56 3.02 0 1
49 1002 1 0 0 0 18 280 2.15 0 1
50 1002 1 0 0 0 2 17 1.92 0 1
1 1026 2 0 0 0 3 47 3.05 0 0
2 1026 2 0 0 0 7 107 7.11 1 0
3 1026 2 0 0 0 4 50 2.73 0 0
4 1026 2 0 0 0 6 86 8.01 1 0
5 1026 2 0 0 0 29 452 1.8 0 0
6 1026 2 0 0 0 23 365 6.57 1 0
7 1026 2 0 0 0 2 24 2.31 0 0
8 1026 2 0 0 0 25 400 1.71 0 0
9 1026 2 0 0 0 30 467 1.95 0 0
10 1026 2 0 0 0 9 142 3.22 0 0
11 1026 2 0 0 0 1 3 3.17 0 0
12 1026 2 0 0 0 10 152 1.38 0 0
13 1026 2 0 0 0 1 4 3.18 0 0
14 1026 2 0 0 0 24 382 6.86 1 0
15 1026 2 0 0 0 9 129 3.25 0 0
16 1026 2 0 0 0 29 459 1.82 0 0
17 1026 2 0 0 0 20 318 2.58 0 0
18 1026 2 0 0 0 25 391 1.73 0 0
19 1026 2 0 0 0 3 33 2.97 0 0
20 1026 2 0 0 0 4 62 2.95 0 0
21 1026 2 0 0 0 4 60 2.6 0 0
22 1026 2 0 0 0 28 447 7.79 1 0
23 1026 2 0 0 0 28 445 7.58 1 0
24 1026 2 0 0 0 29 456 1.5 0 0
25 1026 2 0 0 0 20 308 2.2 0 0
26 1026 2 0 0 0 8 125 7.28 1 0
27 1026 2 0 0 0 30 471 2.73 0 0
28 1026 2 0 0 0 10 154 2.88 0 0
29 1026 2 0 0 0 30 466 2.9 0 0
30 1026 2 0 0 0 18 284 1.92 0 0
31 1026 2 0 0 0 9 141 3.12 0 0
32 1026 2 0 0 0 17 261 2.14 0 0
33 1026 2 0 0 0 25 385 1.43 0 0
34 1026 2 0 0 0 1 9 2.49 0 0
35 1026 2 0 0 0 17 258 2.89 0 0
36 1026 2 0 0 0 3 42 2.84 0 0
37 1026 2 0 0 0 20 314 1.94 0 0
38 1026 2 0 0 0 15 226 3.2 0 0
39 1026 2 0 0 0 17 269 2.8 0 0
40 1026 2 0 0 0 15 227 2.67 0 0
41 1026 2 0 0 0 10 149 3.02 0 0
42 1026 2 0 0 0 2 26 2.76 0 0
43 1026 2 0 0 0 13 207 3.11 0 0
44 1026 2 0 0 0 7 99 7.24 1 0
45 1026 2 0 0 0 13 202 3.09 0 0
46 1026 2 0 0 0 15 238 3.31 0 0
47 1026 2 0 0 0 2 29 2.68 0 0
48 1026 2 0 0 0 18 279 1.97 0 0
49 1026 2 0 0 0 18 287 2.19 0 0
50 1026 2 0 0 0 13 206 3.41 0 0
1 1017 2 0 0 0 29 459 1.82 0 1
2 1017 2 0 0 0 10 149 3.02 0 1
3 1017 2 0 0 0 23 365 6.57 1 1
4 1017 2 0 0 0 29 452 1.8 0 1
5 1017 2 0 0 0 4 62 2.95 0 1
6 1017 2 0 0 0 10 154 2.88 0 1
7 1017 2 0 0 0 29 456 1.5 0 1
8 1017 2 0 0 0 15 227 2.67 0 1
9 1017 2 0 0 0 10 152 1.38 0 1
10 1017 2 0 0 0 3 42 2.84 0 1
11 1017 2 0 0 0 25 391 1.73 0 1
12 1017 2 0 0 0 3 33 2.97 0 1
13 1017 2 0 0 0 9 141 3.12 0 1
14 1017 2 0 0 0 20 308 2.2 0 1
15 1017 2 0 0 0 4 60 2.6 0 1
16 1017 2 0 0 0 30 467 1.95 0 1
17 1017 2 0 0 0 17 258 2.89 0 1
18 1017 2 0 0 0 17 269 2.8 0 1
19 1017 2 0 0 0 8 125 7.28 1 1
20 1017 2 0 0 0 7 107 7.11 1 1
21 1017 2 0 0 0 2 26 2.76 0 1
22 1017 2 0 0 0 1 3 3.17 0 1
23 1017 2 0 0 0 4 50 2.73 0 1
24 1017 2 0 0 0 24 382 6.86 1 1
25 1017 2 0 0 0 2 24 2.31 0 1
26 1017 2 0 0 0 28 445 7.58 1 1
27 1017 2 0 0 0 1 4 3.18 0 1
28 1017 2 0 0 0 20 314 1.94 0 1
29 1017 2 0 0 0 18 279 1.97 0 1
30 1017 2 0 0 0 25 400 1.71 0 1
31 1017 2 0 0 0 1 9 2.49 0 1
32 1017 2 0 0 0 13 206 3.41 0 1
33 1017 2 0 0 0 15 238 3.31 0 1
34 1017 2 0 0 0 15 226 3.2 0 1
35 1017 2 0 0 0 17 261 2.14 0 1
36 1017 2 0 0 0 30 471 2.73 0 1
37 1017 2 0 0 0 18 287 2.19 0 1
38 1017 2 0 0 0 30 466 2.9 0 1
39 1017 2 0 0 0 20 318 2.58 0 1
40 1017 2 0 0 0 7 99 7.24 1 1
41 1017 2 0 0 0 13 202 3.09 0 1
42 1017 2 0 0 0 18 284 1.92 0 1
43 1017 2 0 0 0 2 29 2.68 0 1
44 1017 2 0 0 0 9 142 3.22 0 1
45 1017 2 0 0 0 9 129 3.25 0 1
46 1017 2 0 0 0 25 385 1.43 0 1
47 1017 2 0 0 0 3 47 3.05 0 1
48 1017 2 0 0 0 28 447 7.79 1 1
49 1017 2 0 0 0 13 207 3.11 0 1
50 1017 2 0 0 0 6 86 8.01 1 1
1 1007 2 0 0 0 20 314 1.94 0 1
2 1007 2 0 0 0 15 227 2.67 0 1
3 1007 2 0 0 0 30 467 1.95 0 1
4 1007 2 0 0 0 2 29 2.68 0 1
5 1007 2 0 0 0 10 154 2.88 0 1
6 1007 2 0 0 0 20 318 2.58 0 1
7 1007 2 0 0 0 3 47 3.05 0 1
8 1007 2 0 0 0 1 4 3.18 0 1
9 1007 2 0 0 0 1 3 3.17 0 1
10 1007 2 0 0 0 13 206 3.41 0 1
11 1007 2 0 0 0 29 452 1.8 0 1
12 1007 2 0 0 0 8 125 7.28 1 1
13 1007 2 0 0 0 18 287 2.19 0 1
14 1007 2 0 0 0 13 202 3.09 0 1
15 1007 2 0 0 0 18 284 1.92 0 1
16 1007 2 0 0 0 29 456 1.5 0 1
17 1007 2 0 0 0 7 99 7.24 1 1
18 1007 2 0 0 0 30 466 2.9 0 1
19 1007 2 0 0 0 4 60 2.6 0 1
20 1007 2 0 0 0 9 141 3.12 0 1
21 1007 2 0 0 0 3 42 2.84 0 1
22 1007 2 0 0 0 23 365 6.57 1 1
23 1007 2 0 0 0 25 391 1.73 0 1
24 1007 2 0 0 0 9 142 3.22 0 1
25 1007 2 0 0 0 10 152 1.38 0 1
26 1007 2 0 0 0 15 238 3.31 0 1
27 1007 2 0 0 0 20 308 2.2 0 1
28 1007 2 0 0 0 29 459 1.82 0 1
29 1007 2 0 0 0 24 382 6.86 1 1
30 1007 2 0 0 0 2 26 2.76 0 1
31 1007 2 0 0 0 6 86 8.01 1 1
32 1007 2 0 0 0 25 400 1.71 0 1
33 1007 2 0 0 0 17 261 2.14 0 1
34 1007 2 0 0 0 17 258 2.89 0 1
35 1007 2 0 0 0 25 385 1.43 0 1
36 1007 2 0 0 0 15 226 3.2 0 1
37 1007 2 0 0 0 4 62 2.95 0 1
38 1007 2 0 0 0 13 207 3.11 0 1
39 1007 2 0 0 0 2 24 2.31 0 1
40 1007 2 0 0 0 28 445 7.58 1 1
41 1007 2 0 0 0 1 9 2.49 0 1
42 1007 2 0 0 0 18 279 1.97 0 1
43 1007 2 0 0 0 28 447 7.79 1 1
44 1007 2 0 0 0 10 149 3.02 0 1
45 1007 2 0 0 0 30 471 2.73 0 1
46 1007 2 0 0 0 4 50 2.73 0 1
47 1007 2 0 0 0 7 107 7.11 1 1
48 1007 2 0 0 0 3 33 2.97 0 1
49 1007 2 0 0 0 9 129 3.25 0 1
50 1007 2 0 0 0 17 269 2.8 0 1
1 1022 1 0 0 0 2 17 1.92 0 1
2 1022 1 0 0 0 28 433 7.18 1 1
3 1022 1 0 0 0 20 319 2.13 0 1
4 1022 1 0 0 0 10 155 1.73 0 1
5 1022 1 0 0 0 6 85 7.32 1 1
6 1022 1 0 0 0 22 347 6.7 1 1
7 1022 1 0 0 0 20 307 1.87 0 1
8 1022 1 0 0 0 17 259 2.5 0 1
9 1022 1 0 0 0 13 198 2.65 0 1
10 1022 1 0 0 0 13 197 2.97 0 1
11 1022 1 0 0 0 24 373 7.32 1 1
12 1022 1 0 0 0 15 240 2.57 0 1
13 1022 1 0 0 0 17 263 2.59 0 1
14 1022 1 0 0 0 3 36 2.98 0 1
15 1022 1 0 0 0 30 465 2.7 0 1
16 1022 1 0 0 0 4 59 1.99 0 1
17 1022 1 0 0 0 10 160 2.19 0 1
18 1022 1 0 0 0 4 56 3.02 0 1
19 1022 1 0 0 0 15 230 3.4 0 1
20 1022 1 0 0 0 9 140 2.97 0 1
21 1022 1 0 0 0 18 285 2.27 0 1
22 1022 1 0 0 0 10 158 2.59 0 1
23 1022 1 0 0 0 29 451 1.86 0 1
24 1022 1 0 0 0 2 25 1.89 0 1
25 1022 1 0 0 0 30 476 2.48 0 1
26 1022 1 0 0 0 20 315 2.75 0 1
27 1022 1 0 0 0 9 139 1.74 0 1
28 1022 1 0 0 0 3 35 3.14 0 1
29 1022 1 0 0 0 17 266 2.6 0 1
30 1022 1 0 0 0 1 6 3.17 0 1
31 1022 1 0 0 0 1 8 1.95 0 1
32 1022 1 0 0 0 13 205 3.26 0 1
33 1022 1 0 0 0 3 37 3.08 0 1
34 1022 1 0 0 0 4 64 2.52 0 1
35 1022 1 0 0 0 29 463 2.0 0 1
36 1022 1 0 0 0 25 398 1.43 0 1
37 1022 1 0 0 0 2 18 1.84 0 1
38 1022 1 0 0 0 9 136 3.1 0 1
39 1022 1 0 0 0 7 106 7.66 1 1
40 1022 1 0 0 0 23 362 7.17 1 1
41 1022 1 0 0 0 27 420 7.61 1 1
42 1022 1 0 0 0 18 280 2.15 0 1
43 1022 1 0 0 0 29 464 1.93 0 1
44 1022 1 0 0 0 1 10 3.15 0 1
45 1022 1 0 0 0 7 112 7.03 1 1
46 1022 1 0 0 0 18 277 2.23 0 1
47 1022 1 0 0 0 30 472 2.55 0 1
48 1022 1 0 0 0 15 228 3.15 0 1
49 1022 1 0 0 0 25 396 1.85 0 1
50 1022 1 0 0 0 25 397 1.77 0 1
1 1011 1 0 0 0 2 18 1.84 0 1
2 1011 1 0 0 0 9 136 3.1 0 1
3 1011 1 0 0 0 29 451 1.86 0 1
4 1011 1 0 0 0 4 56 3.02 0 1
5 1011 1 0 0 0 23 362 7.17 1 1
6 1011 1 0 0 0 2 25 1.89 0 1
7 1011 1 0 0 0 29 464 1.93 0 1
8 1011 1 0 0 0 15 230 3.4 0 1
9 1011 1 0 0 0 3 36 2.98 0 1
10 1011 1 0 0 0 3 35 3.14 0 1
11 1011 1 0 0 0 15 240 2.57 0 1
12 1011 1 0 0 0 20 307 1.87 0 1
13 1011 1 0 0 0 7 106 7.66 1 1
14 1011 1 0 0 0 1 8 1.95 0 1
15 1011 1 0 0 0 13 205 3.26 0 1
16 1011 1 0 0 0 1 6 3.17 0 1
17 1011 1 0 0 0 28 433 7.18 1 1
18 1011 1 0 0 0 20 315 2.75 0 1
19 1011 1 0 0 0 18 277 2.23 0 1
20 1011 1 0 0 0 10 160 2.19 0 1
21 1011 1 0 0 0 7 112 7.03 1 1
22 1011 1 0 0 0 9 139 1.74 0 1
23 1011 1 0 0 0 30 476 2.48 0 1
24 1011 1 0 0 0 25 398 1.43 0 1
25 1011 1 0 0 0 27 420 7.61 1 1
26 1011 1 0 0 0 6 85 7.32 1 1
27 1011 1 0 0 0 25 396 1.85 0 1
28 1011 1 0 0 0 1 10 3.15 0 1
29 1011 1 0 0 0 24 373 7.32 1 1
30 1011 1 0 0 0 13 197 2.97 0 1
31 1011 1 0 0 0 17 263 2.59 0 1
32 1011 1 0 0 0 29 463 2.0 0 1
33 1011 1 0 0 0 17 266 2.6 0 1
34 1011 1 0 0 0 10 158 2.59 0 1
35 1011 1 0 0 0 18 280 2.15 0 1
36 1011 1 0 0 0 15 228 3.15 0 1
37 1011 1 0 0 0 4 64 2.52 0 1
38 1011 1 0 0 0 30 472 2.55 0 1
39 1011 1 0 0 0 18 285 2.27 0 1
40 1011 1 0 0 0 3 37 3.08 0 1
41 1011 1 0 0 0 9 140 2.97 0 1
42 1011 1 0 0 0 25 397 1.77 0 1
43 1011 1 0 0 0 22 347 6.7 1 1
44 1011 1 0 0 0 20 319 2.13 0 1
45 1011 1 0 0 0 4 59 1.99 0 1
46 1011 1 0 0 0 2 17 1.92 0 1
47 1011 1 0 0 0 17 259 2.5 0 1
48 1011 1 0 0 0 30 465 2.7 0 1
49 1011 1 0 0 0 10 155 1.73 0 1
50 1011 1 0 0 0 13 198 2.65 0 1
1 1029 1 0 0 0 7 112 7.03 1 1
2 1029 1 0 0 0 17 259 2.5 0 1
3 1029 1 0 0 0 13 205 3.26 0 1
4 1029 1 0 0 0 20 307 1.87 0 1
5 1029 1 0 0 0 2 25 1.89 0 1
6 1029 1 0 0 0 13 198 2.65 0 1
7 1029 1 0 0 0 3 35 3.14 0 1
8 1029 1 0 0 0 20 319 2.13 0 1
9 1029 1 0 0 0 29 451 1.86 0 1
10 1029 1 0 0 0 4 56 3.02 0 1
11 1029 1 0 0 0 18 285 2.27 0 1
12 1029 1 0 0 0 25 397 1.77 0 1
13 1029 1 0 0 0 23 362 7.17 1 1
14 1029 1 0 0 0 13 197 2.97 0 1
15 1029 1 0 0 0 29 463 2.0 0 1
16 1029 1 0 0 0 10 155 1.73 0 1
17 1029 1 0 0 0 1 6 3.17 0 1
18 1029 1 0 0 0 30 472 2.55 0 1
19 1029 1 0 0 0 10 158 2.59 0 1
20 1029 1 0 0 0 18 277 2.23 0 1
21 1029 1 0 0 0 15 228 3.15 0 1
22 1029 1 0 0 0 18 280 2.15 0 1
23 1029 1 0 0 0 30 465 2.7 0 1
24 1029 1 0 0 0 3 37 3.08 0 1
25 1029 1 0 0 0 25 396 1.85 0 1
26 1029 1 0 0 0 2 18 1.84 0 1
27 1029 1 0 0 0 15 230 3.4 0 1
28 1029 1 0 0 0 22 347 6.7 1 1
29 1029 1 0 0 0 4 59 1.99 0 1
30 1029 1 0 0 0 7 106 7.66 1 1
31 1029 1 0 0 0 28 433 7.18 1 1
32 1029 1 0 0 0 6 85 7.32 1 1
33 1029 1 0 0 0 17 266 2.6 0 1
34 1029 1 0 0 0 1 10 3.15 0 1
35 1029 1 0 0 0 9 136 3.1 0 1
36 1029 1 0 0 0 1 8 1.95 0 1
37 1029 1 0 0 0 20 315 2.75 0 1
38 1029 1 0 0 0 9 139 1.74 0 1
39 1029 1 0 0 0 17 263 2.59 0 1
40 1029 1 0 0 0 24 373 7.32 1 1
41 1029 1 0 0 0 3 36 2.98 0 1
42 1029 1 0 0 0 29 464 1.93 0 1
43 1029 1 0 0 0 2 17 1.92 0 1
44 1029 1 0 0 0 15 240 2.57 0 1
45 1029 1 0 0 0 9 140 2.97 0 1
46 1029 1 0 0 0 27 420 7.61 1 1
47 1029 1 0 0 0 10 160 2.19 0 1
48 1029 1 0 0 0 4 64 2.52 0 1
49 1029 1 0 0 0 25 398 1.43 0 1
50 1029 1 0 0 0 30 476 2.48 0 1
1 1004 1 0 0 0 10 160 2.19 0 1
2 1004 1 0 0 0 9 139 1.74 0 1
3 1004 1 0 0 0 3 35 3.14 0 1
4 1004 1 0 0 0 29 451 1.86 0 1
5 1004 1 0 0 0 25 397 1.77 0 1
6 1004 1 0 0 0 2 17 1.92 0 1
7 1004 1 0 0 0 17 266 2.6 0 1
8 1004 1 0 0 0 18 280 2.15 0 1
9 1004 1 0 0 0 29 463 2.0 0 1
10 1004 1 0 0 0 9 136 3.1 0 1
