trial_index subject_id group condition task item_type category image_id distinct_rating distinct_type good_subj
1 2162 2 1 0 0 17 269 2.8 0 1
2 2162 2 1 0 0 28 447 7.79 1 1
3 2162 2 1 0 0 18 279 1.97 0 1
4 2162 2 1 0 0 7 99 7.24 1 1
5 2162 2 1 0 0 25 391 1.73 0 1
6 2162 2 1 0 0 8 125 7.28 1 1
7 2162 2 1 0 0 10 154 2.88 0 1
8 2162 2 1 0 0 25 400 1.71 0 1
9 2162 2 1 0 0 17 258 2.89 0 1
10 2162 2 1 0 0 10 149 3.02 0 1
11 2162 2 1 0 0 10 152 1.38 0 1
12 2162 2 1 0 0 20 314 1.94 0 1
13 2162 2 1 0 0 7 107 7.11 1 1
14 2162 2 1 0 0 1 4 3.18 0 1
15 2162 2 1 0 0 18 284 1.92 0 1
16 2162 2 1 0 0 3 33 2.97 0 1
17 2162 2 1 0 0 18 287 2.19 0 1
18 2162 2 1 0 0 1 9 2.49 0 1
19 2162 2 1 0 0 13 202 3.09 0 1
20 2162 2 1 0 0 15 238 3.31 0 1
21 2162 2 1 0 0 2 26 2.76 0 1
22 2162 2 1 0 0 20 318 2.58 0 1
23 2162 2 1 0 0 15 227 2.67 0 1
24 2162 2 1 0 0 30 467 1.95 0 1
25 2162 2 1 0 0 9 129 3.25 0 1
26 2162 2 1 0 0 13 207 3.11 0 1
27 2162 2 1 0 0 3 42 2.84 0 1
28 2162 2 1 0 0 1 3 3.17 0 1
29 2162 2 1 0 0 29 452 1.8 0 1
30 2162 2 1 0 0 2 29 2.68 0 1
31 2162 2 1 0 0 13 206 3.41 0 1
32 2162 2 1 0 0 24 382 6.86 1 1
33 2162 2 1 0 0 4 60 2.6 0 1
34 2162 2 1 0 0 25 385 1.43 0 1
35 2162 2 1 0 0 2 24 2.31 0 1
36 2162 2 1 0 0 4 50 2.73 0 1
37 2162 2 1 0 0 17 261 2.14 0 1
38 2162 2 1 0 0 29 459 1.82 0 1
39 2162 2 1 0 0 30 471 2.73 0 1
40 2162 2 1 0 0 4 62 2.95 0 1
41 2162 2 1 0 0 29 456 1.5 0 1
42 2162 2 1 0 0 28 445 7.58 1 1
43 2162 2 1 0 0 20 308 2.2 0 1
44 2162 2 1 0 0 9 142 3.22 0 1
45 2162 2 1 0 0 15 226 3.2 0 1
46 2162 2 1 0 0 9 141 3.12 0 1
47 2162 2 1 0 0 23 365 6.57 1 1
48 2162 2 1 0 0 30 466 2.9 0 1
49 2162 2 1 0 0 6 86 8.01 1 1
50 2162 2 1 0 0 3 47 3.05 0 1
51 2162 2 1 0 0 9 141 3.12 0 1
52 2162 2 1 0 0 30 466 2.9 0 1
53 2162 2 1 0 0 3 42 2.84 0 1
54 2162 2 1 0 0 10 154 2.88 0 1
55 2162 2 1 0 0 7 99 7.24 1 1
56 2162 2 1 0 0 30 467 1.95 0 1
57 2162 2 1 0 0 25 385 1.43 0 1
58 2162 2 1 0 0 2 29 2.68 0 1
59 2162 2 1 0 0 13 206 3.41 0 1
60 2162 2 1 0 0 17 269 2.8 0 1
61 2162 2 1 0 0 9 142 3.22 0 1
62 2162 2 1 0 0 28 447 7.79 1 1
63 2162 2 1 0 0 4 50 2.73 0 1
64 2162 2 1 0 0 8 125 7.28 1 1
65 2162 2 1 0 0 20 318 2.58 0 1
66 2162 2 1 0 0 2 26 2.76 0 1
67 2162 2 1 0 0 1 9 2.49 0 1
68 2162 2 1 0 0 9 129 3.25 0 1
69 2162 2 1 0 0 29 452 1.8 0 1
70 2162 2 1 0 0 3 33 2.97 0 1
71 2162 2 1 0 0 20 308 2.2 0 1
72 2162 2 1 0 0 29 456 1.5 0 1
73 2162 2 1 0 0 13 202 3.09 0 1
74 2162 2 1 0 0 10 152 1.38 0 1
75 2162 2 1 0 0 13 207 3.11 0 1
76 2162 2 1 0 0 29 459 1.82 0 1
77 2162 2 1 0 0 24 382 6.86 1 1
78 2162 2 1 0 0 20 314 1.94 0 1
79 2162 2 1 0 0 4 62 2.95 0 1
80 2162 2 1 0 0 30 471 2.73 0 1
81 2162 2 1 0 0 25 391 1.73 0 1
82 2162 2 1 0 0 3 47 3.05 0 1
83 2162 2 1 0 0 4 60 2.6 0 1
84 2162 2 1 0 0 18 287 2.19 0 1
85 2162 2 1 0 0 18 279 1.97 0 1
86 2162 2 1 0 0 18 284 1.92 0 1
87 2162 2 1 0 0 17 258 2.89 0 1
88 2162 2 1 0 0 1 4 3.18 0 1
89 2162 2 1 0 0 10 149 3.02 0 1
90 2162 2 1 0 0 15 227 2.67 0 1
91 2162 2 1 0 0 15 238 3.31 0 1
92 2162 2 1 0 0 28 445 7.58 1 1
93 2162 2 1 0 0 2 24 2.31 0 1
94 2162 2 1 0 0 6 86 8.01 1 1
95 2162 2 1 0 0 7 107 7.11 1 1
96 2162 2 1 0 0 17 261 2.14 0 1
97 2162 2 1 0 0 15 226 3.2 0 1
