image_id condition group n_subj n_yes item_type distinct_rating distinct_type prop_yes resp_type HS_preds
3 1 1 85 27 0 3.17 0 0.3197674418604651 0 0.5306284519217985
3 1 2 84 47 1 3.17 0 0.5588235294117647 1 0.6989876364271119
4 1 1 85 45 0 3.18 0 0.5290697674418605 0 0.5009329963862729
4 1 2 84 42 1 3.18 0 0.5 1 0.6891534468365608
6 1 1 85 54 1 3.17 0 0.6337209302325582 1 0.7226405502601874
6 1 2 84 51 0 3.17 0 0.6058823529411764 0 0.5078855973422858
8 1 1 85 69 1 1.95 0 0.8081395348837209 1 0.7313912912253733
8 1 2 84 48 0 1.95 0 0.5705882352941176 0 0.5677342857894352
9 1 1 85 64 0 2.49 0 0.75 0 0.6351154969520935
9 1 2 84 62 1 2.49 0 0.7352941176470589 1 0.7030319773830158
10 1 1 85 51 1 3.15 0 0.5988372093023255 1 0.7208399764402128
10 1 2 84 25 0 3.15 0 0.3 0 0.4646367216914754
17 1 1 85 70 1 1.92 0 0.8197674418604651 1 0.7299552801513784
17 1 2 84 58 0 1.92 0 0.6882352941176471 0 0.618567817958946
18 1 1 85 68 1 1.84 0 0.7965116279069767 1 0.7276846837998974
18 1 2 84 45 0 1.84 0 0.5352941176470588 0 0.625320455394754
24 1 1 85 27 0 2.31 0 0.3197674418604651 0 0.5092225060905765
24 1 2 84 53 1 2.31 0 0.6294117647058823 1 0.6797872089064916
25 1 1 85 60 1 1.89 0 0.7034883720930233 1 0.7431771533361453
25 1 2 84 45 0 1.89 0 0.5352941176470588 0 0.6293384080162011
26 1 1 85 25 0 2.76 0 0.2965116279069767 0 0.5050899843711192
26 1 2 84 55 1 2.76 0 0.6529411764705882 1 0.7102557860791519
29 1 1 85 25 0 2.68 0 0.2965116279069767 0 0.4887392074053714
29 1 2 84 54 1 2.68 0 0.6411764705882353 1 0.702783545003293
33 1 1 85 60 0 2.97 0 0.7034883720930233 0 0.5865172608848863
33 1 2 84 61 1 2.97 0 0.7235294117647059 1 0.7007703061643953
35 1 1 85 76 1 3.14 0 0.8895348837209303 1 0.7209950038865698
35 1 2 84 72 0 3.14 0 0.8529411764705882 0 0.4956176169447769
36 1 1 85 70 1 2.98 0 0.8197674418604651 1 0.706606879300842
36 1 2 84 64 0 2.98 0 0.7588235294117647 0 0.4958692507571833
37 1 1 85 77 1 3.08 0 0.9011627906976744 1 0.7113085271740293
37 1 2 84 49 0 3.08 0 0.5823529411764706 0 0.4409646798612123
42 1 1 85 47 0 2.84 0 0.5523255813953488 0 0.449609911969241
42 1 2 84 57 1 2.84 0 0.6764705882352942 1 0.6672680434829147
47 1 1 85 59 0 3.05 0 0.6918604651162791 0 0.4055350110125428
47 1 2 84 61 1 3.05 0 0.7235294117647059 1 0.6854201635311091
50 1 1 85 33 0 2.73 0 0.3895348837209302 0 0.5745520574532527
50 1 2 84 45 1 2.73 0 0.5352941176470588 1 0.7137540622352927
56 1 1 85 56 1 3.02 0 0.6569767441860465 1 0.6968586364195444
56 1 2 84 43 0 3.02 0 0.5117647058823529 0 0.4615398308280982
59 1 1 85 58 1 1.99 0 0.6802325581395349 1 0.726076047426762
59 1 2 84 44 0 1.99 0 0.5235294117647059 0 0.5877826758730735
60 1 1 85 45 0 2.6 0 0.5290697674418605 0 0.5871362530318718
60 1 2 84 53 1 2.6 0 0.6294117647058823 1 0.7025908524970456
62 1 1 85 35 0 2.95 0 0.4127906976744186 0 0.376060170698316
62 1 2 84 53 1 2.95 0 0.6294117647058823 1 0.6759266622031247
64 1 1 85 47 1 2.52 0 0.5523255813953488 1 0.6300710585569724
64 1 2 84 41 0 2.52 0 0.488235294117647 0 0.5522808902224585
85 1 1 85 65 1 7.32 1 0.7616279069767442 1 0.8128605687630766
85 1 2 84 10 0 7.32 1 0.1235294117647058 0 0.1529312275888019
86 1 1 85 14 0 8.01 1 0.1686046511627907 0 0.1246583514222156
86 1 2 84 72 1 8.01 1 0.8529411764705882 1 0.7862727629243115
99 1 1 85 20 0 7.24 1 0.2383720930232558 0 0.2110099001135883
99 1 2 84 42 1 7.24 1 0.5 1 0.7673005201539743
106 1 1 85 64 1 7.66 1 0.75 1 0.8245267137283644
106 1 2 84 10 0 7.66 1 0.1235294117647058 0 0.1836835808295126
107 1 1 85 27 0 7.11 1 0.3197674418604651 0 0.145499838392867
107 1 2 84 64 1 7.11 1 0.7588235294117647 1 0.7642555399540727
112 1 1 85 70 1 7.03 1 0.8197674418604651 1 0.8055042253469581
112 1 2 84 16 0 7.03 1 0.1941176470588235 0 0.20490921872822
125 1 1 85 12 0 7.28 1 0.1453488372093023 0 0.2082241770760556
125 1 2 84 61 1 7.28 1 0.7235294117647059 1 0.7688642401306881
129 1 1 85 47 0 3.25 0 0.5523255813953488 0 0.4365278266521948
129 1 2 84 68 1 3.25 0 0.8058823529411765 1 0.6608022233264528
136 1 1 85 67 1 3.1 0 0.7848837209302325 1 0.696576237198026
136 1 2 84 32 0 3.1 0 0.3823529411764705 0 0.3521650687801397
139 1 1 85 62 1 1.74 0 0.7267441860465116 1 0.6581703704581396
139 1 2 84 51 0 1.74 0 0.6058823529411764 0 0.467580775754272
140 1 1 85 55 1 2.97 0 0.6453488372093024 1 0.6953971367932312
140 1 2 84 21 0 2.97 0 0.2529411764705882 0 0.4007201336517713
141 1 1 85 30 0 3.12 0 0.3546511627906977 0 0.3249457157691567
141 1 2 84 67 1 3.12 0 0.7941176470588235 1 0.6867983772694688
142 1 1 85 45 0 3.22 0 0.5290697674418605 0 0.3336144483873181
142 1 2 84 75 1 3.22 0 0.888235294117647 1 0.6890709869470998
149 1 1 85 40 0 3.02 0 0.4709302325581395 0 0.5071425108743525
149 1 2 84 40 1 3.02 0 0.4764705882352941 1 0.703511791574408
152 1 1 85 32 0 1.38 0 0.377906976744186 0 0.5063685997078428
152 1 2 84 55 1 1.38 0 0.6529411764705882 1 0.6654052290677324
154 1 1 85 53 0 2.88 0 0.622093023255814 0 0.4510091914944848
154 1 2 84 61 1 2.88 0 0.7235294117647059 1 0.6670421961850053
155 1 1 85 59 1 1.73 0 0.6918604651162791 1 0.7431302304440346
155 1 2 84 51 0 1.73 0 0.6058823529411764 0 0.612068634988348
158 1 1 85 55 1 2.59 0 0.6453488372093024 1 0.6729231959783093
158 1 2 84 35 0 2.59 0 0.4176470588235294 0 0.4208175642727711
160 1 1 85 60 1 2.19 0 0.7034883720930233 1 0.705597141927599
160 1 2 84 43 0 2.19 0 0.5117647058823529 0 0.4786182172711696
197 1 1 85 74 1 2.97 0 0.8662790697674418 1 0.662092226393538
