image_id condition group n_subj n_yes item_type distinct_rating distinct_type prop_yes resp_type HS_preds
447 1 1 50 11 0 7.79 1 0.2254901960784313 0 0.1608137823437041
447 1 2 56 50 1 7.79 1 0.8859649122807017 1 0.7394492632647418
451 0 1 65 48 1 1.86 0 0.7348484848484849 1 0.6409381085720016
451 0 2 61 26 0 1.86 0 0.4274193548387097 0 0.5684615076419076
451 1 1 50 43 1 1.86 0 0.8529411764705882 1 0.6409381085720016
451 1 2 56 19 0 1.86 0 0.3421052631578947 0 0.5684615076419076
452 0 1 65 36 0 1.8 0 0.553030303030303 0 0.5248751024867802
452 0 2 61 36 1 1.8 0 0.5887096774193549 1 0.6988940141559123
452 1 1 50 33 0 1.8 0 0.6568627450980392 0 0.5248751024867802
452 1 2 56 39 1 1.8 0 0.6929824561403509 1 0.6988940141559123
456 0 1 65 20 0 1.5 0 0.3106060606060606 0 0.3765993819063687
