image_id condition group n_subj n_yes item_type distinct_rating distinct_type prop_yes resp_type HS_preds
456 0 2 61 44 1 1.5 0 0.717741935483871 1 0.6282354396604674
456 1 1 50 14 0 1.5 0 0.284313725490196 0 0.3765993819063687
456 1 2 56 47 1 1.5 0 0.8333333333333334 1 0.6282354396604674
459 0 1 65 29 0 1.82 0 0.4469696969696969 0 0.5880319630074462
459 0 2 61 29 1 1.82 0 0.4758064516129032 1 0.7051885236384329
459 1 1 50 21 0 1.82 0 0.4215686274509804 0 0.5880319630074462
459 1 2 56 40 1 1.82 0 0.7105263157894737 1 0.7051885236384329
463 0 1 65 43 1 2.0 0 0.6590909090909091 1 0.5934967091954299
463 0 2 61 22 0 2.0 0 0.3629032258064516 0 0.4658820020004574
463 1 1 50 42 1 2.0 0 0.8333333333333334 1 0.5934967091954299
463 1 2 56 25 0 2.0 0 0.4473684210526316 0 0.4658820020004574
464 0 1 65 49 1 1.93 0 0.75 1 0.5833290695310871
464 0 2 61 23 0 1.93 0 0.3790322580645161 0 0.3976091621817607
464 1 1 50 37 1 1.93 0 0.7352941176470589 1 0.5833290695310871
464 1 2 56 21 0 1.93 0 0.3771929824561403 0 0.3976091621817607
465 0 1 65 36 1 2.7 0 0.553030303030303 1 0.6739196578627626
465 0 2 61 24 0 2.7 0 0.3951612903225806 0 0.5442509370649
465 1 1 50 25 1 2.7 0 0.5 1 0.6739196578627626
465 1 2 56 23 0 2.7 0 0.4122807017543859 0 0.5442509370649
466 0 1 65 29 0 2.9 0 0.4469696969696969 0 0.4551056074392807
466 0 2 61 30 1 2.9 0 0.4919354838709677 1 0.6821184902704366
466 1 1 50 6 0 2.9 0 0.1274509803921568 0 0.4551056074392807
466 1 2 56 26 1 2.9 0 0.4649122807017544 1 0.6821184902704366
467 0 1 65 29 0 1.95 0 0.4469696969696969 0 0.413858979364109
467 0 2 61 33 1 1.95 0 0.5403225806451613 1 0.6280228610053024
467 1 1 50 18 0 1.95 0 0.3627450980392157 0 0.413858979364109
467 1 2 56 39 1 1.95 0 0.6929824561403509 1 0.6280228610053024
471 0 1 65 28 0 2.73 0 0.4318181818181818 0 0.559736996000432
471 0 2 61 35 1 2.73 0 0.5725806451612904 1 0.703451203407967
471 1 1 50 21 0 2.73 0 0.4215686274509804 0 0.559736996000432
471 1 2 56 38 1 2.73 0 0.6754385964912281 1 0.703451203407967
472 0 1 65 39 1 2.55 0 0.5984848484848485 1 0.6474697272877841
472 0 2 61 22 0 2.55 0 0.3629032258064516 0 0.4893455340189624
472 1 1 50 24 1 2.55 0 0.4803921568627451 1 0.6474697272877841
472 1 2 56 14 0 2.55 0 0.2543859649122807 0 0.4893455340189624
476 0 1 65 46 1 2.48 0 0.7045454545454546 1 0.66630129835824
476 0 2 61 32 0 2.48 0 0.5241935483870968 0 0.5538840409675121
476 1 1 50 40 1 2.48 0 0.7941176470588235 1 0.66630129835824
476 1 2 56 32 0 2.48 0 0.5701754385964912 0 0.5538840409675121
