trial_index subject_id group condition task item_type category image_id distinct_rating distinct_type good_subj
99 229 2 1 0 0 6 86 8.01 1 1
100 229 2 1 0 0 28 445 7.58 1 1
101 229 2 1 0 0 18 284 1.92 0 1
102 229 2 1 0 0 9 142 3.22 0 1
103 229 2 1 0 0 10 152 1.38 0 1
104 229 2 1 0 0 7 99 7.24 1 1
105 229 2 1 0 0 2 26 2.76 0 1
106 229 2 1 0 0 29 459 1.82 0 1
107 229 2 1 0 0 30 467 1.95 0 1
108 229 2 1 0 0 17 269 2.8 0 1
109 229 2 1 0 0 28 445 7.58 1 1
110 229 2 1 0 0 24 382 6.86 1 1
111 229 2 1 0 0 30 471 2.73 0 1
112 229 2 1 0 0 13 206 3.41 0 1
113 229 2 1 0 0 7 107 7.11 1 1
114 229 2 1 0 0 25 400 1.71 0 1
115 229 2 1 0 0 4 50 2.73 0 1
116 229 2 1 0 0 30 466 2.9 0 1
117 229 2 1 0 0 20 308 2.2 0 1
118 229 2 1 0 0 4 60 2.6 0 1
119 229 2 1 0 0 1 3 3.17 0 1
120 229 2 1 0 0 15 238 3.31 0 1
121 229 2 1 0 0 20 318 2.58 0 1
122 229 2 1 0 0 2 24 2.31 0 1
123 229 2 1 0 0 15 227 2.67 0 1
124 229 2 1 0 0 9 129 3.25 0 1
125 229 2 1 0 0 9 141 3.12 0 1
126 229 2 1 0 0 3 42 2.84 0 1
127 229 2 1 0 0 13 207 3.11 0 1
128 229 2 1 0 0 15 226 3.2 0 1
129 229 2 1 0 0 13 202 3.09 0 1
130 229 2 1 0 0 10 154 2.88 0 1
131 229 2 1 0 0 6 86 8.01 1 1
132 229 2 1 0 0 18 279 1.97 0 1
133 229 2 1 0 0 25 391 1.73 0 1
134 229 2 1 0 0 29 456 1.5 0 1
135 229 2 1 0 0 4 62 2.95 0 1
136 229 2 1 0 0 20 314 1.94 0 1
137 229 2 1 0 0 1 9 2.49 0 1
138 229 2 1 0 0 25 385 1.43 0 1
139 229 2 1 0 0 1 4 3.18 0 1
140 229 2 1 0 0 3 47 3.05 0 1
141 229 2 1 0 0 2 29 2.68 0 1
142 229 2 1 0 0 28 447 7.79 1 1
143 229 2 1 0 0 18 287 2.19 0 1
144 229 2 1 0 0 17 258 2.89 0 1
145 229 2 1 0 0 17 261 2.14 0 1
146 229 2 1 0 0 10 149 3.02 0 1
147 229 2 1 0 0 8 125 7.28 1 1
148 229 2 1 0 0 23 365 6.57 1 1
149 229 2 1 0 0 3 33 2.97 0 1
150 229 2 1 0 0 29 452 1.8 0 1
1 285 2 0 0 0 29 452 1.8 0 1
2 285 2 0 0 0 2 29 2.68 0 1
3 285 2 0 0 0 9 129 3.25 0 1
4 285 2 0 0 0 10 149 3.02 0 1
5 285 2 0 0 0 23 365 6.57 1 1
6 285 2 0 0 0 4 50 2.73 0 1
7 285 2 0 0 0 9 141 3.12 0 1
8 285 2 0 0 0 17 261 2.14 0 1
9 285 2 0 0 0 17 269 2.8 0 1
10 285 2 0 0 0 29 456 1.5 0 1
11 285 2 0 0 0 20 318 2.58 0 1
12 285 2 0 0 0 1 9 2.49 0 1
13 285 2 0 0 0 20 308 2.2 0 1
14 285 2 0 0 0 24 382 6.86 1 1
15 285 2 0 0 0 13 202 3.09 0 1
16 285 2 0 0 0 30 471 2.73 0 1
17 285 2 0 0 0 18 287 2.19 0 1
18 285 2 0 0 0 9 142 3.22 0 1
19 285 2 0 0 0 8 125 7.28 1 1
20 285 2 0 0 0 13 206 3.41 0 1
21 285 2 0 0 0 29 459 1.82 0 1
22 285 2 0 0 0 2 26 2.76 0 1
23 285 2 0 0 0 2 24 2.31 0 1
24 285 2 0 0 0 25 385 1.43 0 1
25 285 2 0 0 0 30 466 2.9 0 1
26 285 2 0 0 0 7 99 7.24 1 1
27 285 2 0 0 0 6 86 8.01 1 1
28 285 2 0 0 0 4 60 2.6 0 1
29 285 2 0 0 0 15 238 3.31 0 1
30 285 2 0 0 0 28 447 7.79 1 1
31 285 2 0 0 0 30 467 1.95 0 1
32 285 2 0 0 0 10 154 2.88 0 1
33 285 2 0 0 0 4 62 2.95 0 1
34 285 2 0 0 0 7 107 7.11 1 1
35 285 2 0 0 0 25 400 1.71 0 1
36 285 2 0 0 0 3 33 2.97 0 1
37 285 2 0 0 0 15 226 3.2 0 1
38 285 2 0 0 0 17 258 2.89 0 1
39 285 2 0 0 0 20 314 1.94 0 1
40 285 2 0 0 0 1 4 3.18 0 1
41 285 2 0 0 0 3 42 2.84 0 1
42 285 2 0 0 0 1 3 3.17 0 1
43 285 2 0 0 0 18 284 1.92 0 1
44 285 2 0 0 0 3 47 3.05 0 1
45 285 2 0 0 0 25 391 1.73 0 1
46 285 2 0 0 0 13 207 3.11 0 1
47 285 2 0 0 0 28 445 7.58 1 1
48 285 2 0 0 0 15 227 2.67 0 1
49 285 2 0 0 0 18 279 1.97 0 1
50 285 2 0 0 0 10 152 1.38 0 1
1 284 1 0 0 0 4 64 2.52 0 1
2 284 1 0 0 0 23 362 7.17 1 1
3 284 1 0 0 0 15 228 3.15 0 1
4 284 1 0 0 0 22 347 6.7 1 1
5 284 1 0 0 0 18 280 2.15 0 1
6 284 1 0 0 0 2 17 1.92 0 1
7 284 1 0 0 0 1 10 3.15 0 1
8 284 1 0 0 0 4 59 1.99 0 1
9 284 1 0 0 0 13 198 2.65 0 1
10 284 1 0 0 0 18 277 2.23 0 1
11 284 1 0 0 0 29 463 2.0 0 1
12 284 1 0 0 0 3 36 2.98 0 1
13 284 1 0 0 0 2 18 1.84 0 1
14 284 1 0 0 0 15 230 3.4 0 1
15 284 1 0 0 0 9 139 1.74 0 1
16 284 1 0 0 0 25 396 1.85 0 1
17 284 1 0 0 0 24 373 7.32 1 1
18 284 1 0 0 0 10 155 1.73 0 1
19 284 1 0 0 0 2 25 1.89 0 1
20 284 1 0 0 0 30 465 2.7 0 1
21 284 1 0 0 0 18 285 2.27 0 1
22 284 1 0 0 0 25 397 1.77 0 1
23 284 1 0 0 0 3 37 3.08 0 1
24 284 1 0 0 0 1 6 3.17 0 1
